23              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
23              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
23              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
24              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
24              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
24              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
25              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
25              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
25              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
26              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
26              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
27              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
27              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
27              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
28              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
28              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
28              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
29              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
29              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
29              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
30              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
30              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
31              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
31              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
31              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
32              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
32              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
32              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
33              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
33              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
33              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
34              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
34              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
35              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
35              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
35              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
36              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
36              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
36              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
37              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
37              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
37              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
38              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
38              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
38              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
39              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
39              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
39              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
40              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
40              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
40              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
41              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
41              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
41              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
42              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
42              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
42              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
43              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
43              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
43              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
44              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
44              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
45              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
45              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
45              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
46              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
46              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
46              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
47              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
47              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
47              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
48              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
48              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
48              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
49              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
49              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
49              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
50              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
50              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
50              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
51              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
51              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
51              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
52              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
52              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
53              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
53              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
53              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
54              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
54              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
54              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
55              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
55              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
55              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
56              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
56              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
56              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
57              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
57              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
58              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
59              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
59              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
59              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
60              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
60              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
61              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
61              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
61              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
62              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
62              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
62              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
63              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
64              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
64              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
64              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
65              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
65              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
65              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
66              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
66              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
66              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
67              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
67              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
67              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
68              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
68              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
69              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
69              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
69              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
70              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
70              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
70              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
71              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
71              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
71              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
72              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
72              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
72              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
73              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
73              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
73              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
74              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
74              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
74              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
75              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
75              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
76              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
76              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
76              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
77              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
77              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
77              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
78              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
78              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
78              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
79              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
79              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
79              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
80              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
80              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
80              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
81              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
81              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
81              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
82              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
82              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
83              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
83              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
83              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
84              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
84              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
84              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
85              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
85              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
85              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
86              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
86              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
86              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
87              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
87              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
87              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
88              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
88              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
89              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
89              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
89              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
90              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
90              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
90              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
91              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
91              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
91              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
92              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
92              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
92              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
93              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
93              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
93              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
94              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
94              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
94              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
95              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
95              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
95              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
96              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
96              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
96              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
97              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
97              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
97              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
98              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
98              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
98              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
99              ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
99              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
99              ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
100             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
100             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
101             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
101             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
101             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
102             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
102             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
102             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
103             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
103             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
103             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
104             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
104             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
105             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
105             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
106             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
106             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
106             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
107             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
107             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
107             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
108             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
108             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
108             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
109             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
109             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
109             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
110             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
110             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
110             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
111             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
111             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
111             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
112             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
112             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
112             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
113             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
113             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
113             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
114             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
114             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
114             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
115             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
115             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
115             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
116             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
116             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
116             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
117             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
117             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
117             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
118             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
118             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
119             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
119             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
119             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
120             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
120             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
120             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
121             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
121             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
121             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
122             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
122             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
122             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
123             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
123             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
124             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
124             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
124             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
125             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
125             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
125             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
126             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
126             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
127             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
127             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
127             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
128             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
128             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
129             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
129             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
130             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
130             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
130             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
131             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
131             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
131             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
132             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
132             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
133             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
133             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
134             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
134             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
134             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
135             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
135             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
135             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
136             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
136             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
136             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
137             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
137             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
137             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
138             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
138             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
138             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
139             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
139             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
139             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
140             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
140             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
140             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
141             ,Entrex Nixdorf 620 Save PRIX 22-01-87 F2.csv
141             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R1.csv
141             ,Entrex Nixdorf 620 Save PRIX 22-01-87 R2.csv
