
--------------------------------------------------------------------------------------- 2 Data Pulses
3.465806240,0,0,1,1,1,1,1,1,1,1| 3.46580624
3.466123320,0,0,1,1,1,1,1,1,1,1| 3.17079999999859E-04
--------------------------------------------------------------------------------------- 2 Data Pulses
3.471131440,0,0,1,1,1,1,1,1,1,1| 5.00812000000028E-03
3.471199720,0,0,1,1,1,1,1,1,1,1| 6.82799999998096E-05
--------------------------------------------------------------------------------------- 2 Data Pulses
3.497003560,0,0,1,1,1,1,1,1,1,1| .02580384
--------------------------------------------------------------------------------------- 1 Data Pulses
3.498971840,0,0,1,1,1,1,1,1,1,1| 1.96827999999982E-03
3.499037480,0,0,1,1,1,1,1,1,1,1| 6.5640000000311E-05
3.499105560,0,0,1,1,1,1,1,1,1,1| 6.80799999996928E-05
3.499173000,0,0,1,1,1,1,1,1,1,1| 6.74400000000297E-05
3.499241240,0,0,1,1,1,1,1,1,1,1| 6.82400000000527E-05
3.499309080,0,0,1,1,1,1,1,1,1,1| 6.78400000002632E-05
3.499377440,0,0,1,1,1,1,1,1,1,1| 6.83599999997675E-05
3.499446200,0,0,1,1,1,1,1,1,1,1| 6.8760000000001E-05
3.499513960,0,0,1,1,1,1,1,1,1,1| 6.77599999998613E-05
--------------------------------------------------------------------------------------- 9 Data Pulses
3.515723760,0,0,1,1,1,1,1,1,1,1| 1.62098000000004E-02
3.515790960,0,0,1,1,1,1,1,1,1,1| 6.71999999997119E-05
--------------------------------------------------------------------------------------- 2 Data Pulses
3.532648520,0,0,1,1,1,1,1,1,1,1| .01685756
3.532714840,0,0,1,1,1,1,1,1,1,1| 6.63200000001751E-05
3.532782920,0,0,1,1,1,1,1,1,1,1| 6.80799999996928E-05
--------------------------------------------------------------------------------------- 3 Data Pulses
3.549116800,0,0,1,1,1,1,1,1,1,1| 1.63338800000004E-02
3.549185720,0,0,1,1,1,1,1,1,1,1| 6.89199999999168E-05
3.549254080,0,0,1,1,1,1,1,1,1,1| 6.83599999997675E-05
3.549324520,0,0,1,1,1,1,1,1,1,1| 7.04400000000049E-05
3.549394360,0,0,1,1,1,1,1,1,1,1| 6.98400000000987E-05
3.549463560,0,0,1,1,1,1,1,1,1,1| 6.91999999999915E-05
--------------------------------------------------------------------------------------- 6 Data Pulses
3.555669640,0,0,1,1,1,1,1,1,1,1| 6.20608000000011E-03
3.555738520,0,0,1,1,1,1,1,1,1,1| 6.88799999997158E-05
3.555807040,0,0,1,1,1,1,1,1,1,1| 6.85200000001274E-05
3.556082200,0,0,1,1,1,1,1,1,1,1| 2.75160000000163E-04
3.556151280,0,0,1,1,1,1,1,1,1,1| 6.90799999998326E-05
3.556219160,0,0,1,1,1,1,1,1,1,1| 6.78800000000201E-05
3.556287600,0,0,1,1,1,1,1,1,1,1| 6.84400000001695E-05
3.556356440,0,0,1,1,1,1,1,1,1,1| 6.88399999999589E-05
3.556425560,0,0,1,1,1,1,1,1,1,1| 6.91200000000336E-05
3.556494240,0,0,1,1,1,1,1,1,1,1| 6.86800000000432E-05
3.556563440,0,0,1,1,1,1,1,1,1,1| 6.91999999999915E-05
3.556633120,0,0,1,1,1,1,1,1,1,1| 6.96799999997388E-05
3.556703080,0,0,1,1,1,1,1,1,1,1| 6.99600000002576E-05
3.556771280,0,0,1,1,1,1,1,1,1,1| 6.81999999998517E-05
3.556839880,0,0,1,1,1,1,1,1,1,1| 6.86000000000853E-05
3.556909000,0,0,1,1,1,1,1,1,1,1| 6.91200000000336E-05
3.557046760,0,0,1,1,1,1,1,1,1,1| 1.37759999999876E-04
3.557941000,0,0,1,1,1,1,1,1,1,1| 8.94240000000046E-04
3.558009120,0,0,1,1,1,1,1,1,1,1| 6.81199999998938E-05
3.558078880,0,0,1,1,1,1,1,1,1,1| 6.97600000001408E-05
3.558147440,0,0,1,1,1,1,1,1,1,1| 6.85599999998843E-05
3.558216680,0,0,1,1,1,1,1,1,1,1| 6.92400000001925E-05
3.558285480,0,0,1,1,1,1,1,1,1,1| 6.87999999997579E-05
3.558354800,0,0,1,1,1,1,1,1,1,1| 6.93200000001504E-05
3.558693880,0,0,1,1,1,1,1,1,1,1| 3.39079999999825E-04
3.558761600,0,0,1,1,1,1,1,1,1,1| 6.77200000001044E-05
3.558829800,0,0,1,1,1,1,1,1,1,1| 6.81999999998517E-05
3.558898680,0,0,1,1,1,1,1,1,1,1| 6.88800000001599E-05
3.558966240,0,0,1,1,1,1,1,1,1,1| 6.75600000001886E-05
--------------------------------------------------------------------------------------- 29 Data Pulses
3.560247640,0,0,1,1,1,1,1,1,1,1| 1.28139999999988E-03
3.560315480,0,0,1,1,1,1,1,1,1,1| 6.78399999998192E-05
3.560383480,0,0,1,1,1,1,1,1,1,1| 6.8000000000179E-05
3.560520280,0,0,1,1,1,1,1,1,1,1| 1.36799999999937E-04
3.560855200,0,0,1,1,1,1,1,1,1,1| 3.34920000000238E-04
3.560922840,0,0,1,1,1,1,1,1,1,1| 6.76399999997024E-05
3.560990280,0,0,1,1,1,1,1,1,1,1| 6.74400000000297E-05
3.561058400,0,0,1,1,1,1,1,1,1,1| 6.81199999998938E-05
3.561125840,0,0,1,1,1,1,1,1,1,1| 6.74400000000297E-05
3.561193800,0,0,1,1,1,1,1,1,1,1| 6.7959999999978E-05
3.561262240,0,0,1,1,1,1,1,1,1,1| 6.84400000001695E-05
3.561329080,0,0,1,1,1,1,1,1,1,1| 6.68400000001235E-05
3.561598000,0,0,1,1,1,1,1,1,1,1| 2.68919999999895E-04
3.561665440,0,0,1,1,1,1,1,1,1,1| 6.74400000000297E-05
3.561733720,0,0,1,1,1,1,1,1,1,1| 6.82799999998096E-05
3.561801720,0,0,1,1,1,1,1,1,1,1| 6.8000000000179E-05
3.561870680,0,0,1,1,1,1,1,1,1,1| 6.89600000001178E-05
3.561938640,0,0,1,1,1,1,1,1,1,1| 6.7959999999978E-05
3.562074600,0,0,1,1,1,1,1,1,1,1| 1.35959999999713E-04
3.562141400,0,0,1,1,1,1,1,1,1,1| 6.67999999999225E-05
3.562208480,0,0,1,1,1,1,1,1,1,1| 6.70799999999971E-05
3.562275000,0,0,1,1,1,1,1,1,1,1| 6.65200000002919E-05
3.562343520,0,0,1,1,1,1,1,1,1,1| 6.85200000001274E-05
3.562410240,0,0,1,1,1,1,1,1,1,1| 6.67199999999646E-05
3.562478400,0,0,1,1,1,1,1,1,1,1| 6.81599999996507E-05
3.562546640,0,0,1,1,1,1,1,1,1,1| 6.82400000000527E-05
3.562615720,0,0,1,1,1,1,1,1,1,1| 6.90800000002767E-05
3.562683920,0,0,1,1,1,1,1,1,1,1| 6.81999999998517E-05
3.562752400,0,0,1,1,1,1,1,1,1,1| 6.84799999999264E-05
3.562955440,0,0,1,1,1,1,1,1,1,1| 2.03040000000154E-04
3.563021360,0,0,1,1,1,1,1,1,1,1| 6.59199999999416E-05
3.563088920,0,0,1,1,1,1,1,1,1,1| 6.75600000001886E-05
3.563156960,0,0,1,1,1,1,1,1,1,1| 6.80399999999359E-05
3.563225680,0,0,1,1,1,1,1,1,1,1| 6.87199999998001E-05
3.563294800,0,0,1,1,1,1,1,1,1,1| 6.91200000000336E-05
3.563363600,0,0,1,1,1,1,1,1,1,1| 6.8800000000202E-05
3.563433040,0,0,1,1,1,1,1,1,1,1| 6.94399999998652E-05
3.563502200,0,0,1,1,1,1,1,1,1,1| 6.91599999997905E-05
3.563570880,0,0,1,1,1,1,1,1,1,1| 6.86800000000432E-05
3.563639160,0,0,1,1,1,1,1,1,1,1| 6.82800000002537E-05
3.563706720,0,0,1,1,1,1,1,1,1,1| 6.75599999997445E-05
3.563775360,0,0,1,1,1,1,1,1,1,1| 6.86400000002863E-05
3.563844560,0,0,1,1,1,1,1,1,1,1| 6.91999999999915E-05
3.563912640,0,0,1,1,1,1,1,1,1,1| 6.80799999996928E-05
3.563980960,0,0,1,1,1,1,1,1,1,1| 6.83200000000106E-05
3.564049840,0,0,1,1,1,1,1,1,1,1| 6.88800000001599E-05
3.564117840,0,0,1,1,1,1,1,1,1,1| 6.8000000000179E-05
3.564186320,0,0,1,1,1,1,1,1,1,1| 6.84799999999264E-05
3.564254720,0,0,1,1,1,1,1,1,1,1| 6.83999999999685E-05
3.564323560,0,0,1,1,1,1,1,1,1,1| 6.88399999999589E-05
3.564392560,0,0,1,1,1,1,1,1,1,1| 6.89999999998747E-05
3.564461440,0,0,1,1,1,1,1,1,1,1| 6.88800000001599E-05
